id_tweet,text,created_at,url_tweet,id_track,name,popularity,artists_id,artists_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mode
1542247793451864065,I m Alright by Kenny Loggins,2022-06-29 20:45:02.000,https://twitter.com/author/status/1542247793451864065,6l8mKO8fURCA0zGEfNs7f7,I'm Alright (Karaoke Version) [Originally Performed By Kenny Loggins],0,{3Vda6I9U9TeZx4sm9YT4t8},{Ellen Lang},0.167,0.186,10,-12.918,0.0369,0.879,0.933,0.118,0.0381,107.486,249496,3,1.0
1542247760216395780,by ,2022-06-29 20:44:54.000,https://twitter.com/author/status/1542247760216395780,2AaJeBEq3WLcfFW1y8svDf,By Your Side,75,{45TgXXqMDdF8BkjA83OM7z},{Rod Wave},0.649,0.508,8,-10.232,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,194051,4,1.0
1542247723243819008,Go Live 1,2022-06-29 20:44:45.000,https://twitter.com/author/status/1542247723243819008,431V4S6DT3OluxqwUdk5XW,Long Long Way to Go - Live 1997,21,{4lxfqrEsLX6N1N4OCSkILp},{Phil Collins},0.498,0.304,2,-11.799,0.0326,0.866,1.24e-06,0.715,0.0398,113.625,236400,4,0.0
1542247713638686722, Por Causa De Voc Leo Chaves ,2022-06-29 20:44:43.000,https://twitter.com/author/status/1542247713638686722,4DyyoplMHTthtPJCSZrpYh,Por Causa de Você,37,{0FYpZOHSyfPpCSsLwydVbL},{Leo Chaves},0.742,0.582,0,-6.549,0.0248,0.517,1.28e-05,0.118,0.594,113.966,191072,4,1.0
1542247674136498176, Turn it up Please ,2022-06-29 20:44:33.000,https://twitter.com/author/status/1542247674136498176,56nH0xPU7JnEyjD304bptM,Turn It Up,51,{6LG6fIvh2XpjqHUuR7NRtt},{Texas Hippie Coalition},0.392,0.863,10,-4.063,0.0445,1.76e-05,0.928,0.351,0.266,172.063,223933,4,1.0
1542247647544844289, by on ,2022-06-29 20:44:27.000,https://twitter.com/author/status/1542247647544844289,1ueOEwIxlCAivSC8ZrA5xW,One by One,58,{6uothxMWeLWIhsGeF7cyo4},{Enya},0.529,0.24,1,-13.203,0.0335,0.87,0.815,0.109,0.233,131.442,236667,4,1.0
1542247630809563144,One Nation Under A Groove by Funkadelic,2022-06-29 20:44:23.000,https://twitter.com/author/status/1542247630809563144,2CMDjnh7hamAccocYrZ3GW,One Nation Under A Groove (Originally Performed By Funkadelic) - Tribute Version,0,{4mNfOTm9TO3w8v3TIzaNZ7},{New Tribute Kings},0.747,0.819,4,-7.332,0.0416,0.585,0.000125,0.375,0.887,122.316,225630,4,0.0
1542247608726470658, Poolhaus La Baja ,2022-06-29 20:44:18.000,https://twitter.com/author/status/1542247608726470658,2U1dlPd1Uz46y9Mv2UmCLb,La Baja,2,"{1tD9iofjoSqExWwVRhBKGH,1XTFRucY4wMUGWqO0fpT6G}","{Poolhaus,Zesto}",0.591,0.961,4,-4.262,0.0551,0.00709,0.894,0.151,0.638,125.022,184320,4,0.0
1542247588455497732,Boney M Sunny ,2022-06-29 20:44:13.000,https://twitter.com/author/status/1542247588455497732,3pf96IFggfQuT6Gafqx2rt,Sunny,70,{54R6Y0I7jGUCveDTtI21nb},{Boney M.},0.647,0.868,0,-6.427,0.106,0.088,0.124,0.129,0.804,121.82,242240,4,0.0
1542247569363013632,Southbound Snake Charmers Devil s Blues ,2022-06-29 20:44:08.000,https://twitter.com/author/status/1542247569363013632,4CHUqhP8Ot5cHOTnAF4VcE,Devil's Blues,0,{1DSCejHtGuWT6R3HAPsnA9},{Southbound Snake Charmers},0.531,0.787,5,-5.463,0.0355,0.0518,0.703,0.0929,0.296,116.225,304697,4,1.0
1542247567857180679,Lilly Wood And The Prick You Want My Money Quieres Mi Plata ,2022-06-29 20:44:08.000,https://twitter.com/author/status/1542247567857180679,4BIen3BUe5kryzs0chLv4w,You Want My Money (Quieres Mi Plata),18,{50OApTJurDusIo9dGTqSU4},{Lilly Wood and The Prick},0.843,0.724,4,-5.413,0.0345,0.00961,5.33e-06,0.246,0.97,126.027,187639,4,0.0
1542247566703828993,The Police Don t Stand So Close To Me ,2022-06-29 20:44:08.000,https://twitter.com/author/status/1542247566703828993,5veJDT0MLsLbhYsx42GXUD,Don't Stand So Close To Me,70,{5NGO30tJxFlKixkPSgXcFE},{The Police},0.799,0.506,2,-9.414,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667,4,1.0
1542247559749636101, ELDER 2 On ,2022-06-29 20:44:06.000,https://twitter.com/author/status/1542247559749636101,6HydrRCoO5kRpB7a7XeK05,Pray To The Hunter - The Elder Scrolls Online,52,{09Z51O0q4AwHl7FjUUlFKw},{Saltatio Mortis},0.425,0.92,7,-6.266,0.135,0.00391,0.0,0.102,0.161,160.084,233920,4,1.0
1542247530414673920,Waah Dayoo ,2022-06-29 20:43:59.000,https://twitter.com/author/status/1542247530414673920,1BCM2Nn2XhSl9A3nAVWysR,Waah,0,{5cao6tIwCnI01KifhRwHnc},{Dayoo},0.526,0.674,7,-4.432,0.293,0.269,0.0,0.341,0.646,93.992,181551,4,0.0
1542247485837643777,Nicki Minaj Hard White ,2022-06-29 20:43:48.000,https://twitter.com/author/status/1542247485837643777,1hHbmfNfXIwHyHCYO8ae3I,Hard White,49,{0hCNtLu0JehylgoiP8L4Gh},{Nicki Minaj},0.763,0.736,2,-3.403,0.212,0.08,0.0272,0.145,0.273,173.952,193893,4,1.0
1542247484474417153,Stand by Me by Ben E King ,2022-06-29 20:43:48.000,https://twitter.com/author/status/1542247484474417153,3SdTKo2uVsxFblQjpScoHy,Stand by Me,80,{3plJVWt88EqjvtuB4ZDRV3},{Ben E. King},0.65,0.306,9,-9.443,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,1.0
1542247418347094020,Tizy Belvie Odo Kasa,2022-06-29 20:43:32.000,https://twitter.com/author/status/1542247418347094020,2dfOLqDuUKGWUCjCxAsKxU,Odo Kasa,0,{2uahJGSIw8Qbkfo0kjOUZy},{Tizy Belvie},0.938,0.553,4,-3.958,0.0384,0.483,0.0013,0.123,0.684,110.033,235050,4,0.0
1542247414110846976,Peter Cetera Glory of Love,2022-06-29 20:43:31.000,https://twitter.com/author/status/1542247414110846976,1eyq8cjUQ2daFthW2PC2GM,Glory of Love,73,{5xWPOujQqd4wXyB08slZ9Z},{Peter Cetera},0.52,0.61,5,-7.935,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,258333,4,1.0
1542247411883687936,Ramin Djawadi Prison Break Ferry Corsten Breakout Mix Radio Edit ,2022-06-29 20:43:31.000,https://twitter.com/author/status/1542247411883687936,0mqfgq6ikjKdRPAhgzTt0j,"Prison Break Theme - From ""Prison Break""/Ferry Corsten Breakout Mix (Radio Edit)",23,{1hCkSJcXREhrodeIHQdav8},{Ramin Djawadi},0.469,0.595,1,-11.621,0.027,6.83e-05,0.797,0.0979,0.106,134.959,221707,4,1.0
1542247381604990979, POURQUOI T AS FAIT CA ,2022-06-29 20:43:24.000,https://twitter.com/author/status/1542247381604990979,6lUO8p2zhO26Pk6p00MoxB,Pourquoi t'as fait ça ?,29,{6nt7tWnBx4NqnXKO6vEByU},{Ladaniva},0.726,0.593,1,-8.239,0.0581,0.426,0.000176,0.214,0.812,131.934,232782,4,1.0
