id_tweet,text,created_at,url_tweet,id_track,name,popularity,artists_id,artists_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mode
1540040644013465600,Trotsky Vengaran Viene cantando,2022-06-23 18:34:36.000,https://twitter.com/author/status/1540040644013465600,5G41fQ5JKlnOahEsyJr2bm,Viene Cantando,14,{6Hr2CvTnI7x9U3MyDH2zBk},{Trotsky Vengarán},0.404,0.891,7,-5.479,0.035,0.00979,0,0.334,0.791,184.982,203013,4,1.0
1540040641539088384,LOVE WAY ,2022-06-23 18:34:36.000,https://twitter.com/author/status/1540040641539088384,2e3cJdJ8xWwydl8JIYlCqB,Love Talk - English Version,70,{1qBsABYUrxg9afpMtyoFKz},{WayV},0.751,0.719,6,-5.198,0.0373,0.142,0,0.148,0.437,98.01,232150,4,0.0
1540040621926367239,Lorde Green Light ,2022-06-23 18:34:31.000,https://twitter.com/author/status/1540040621926367239,6ie2Bw3xLj2JcGowOlcMhb,Green Light,74,{163tK9Wjr9P9DmM0AVK7lm},{Lorde},0.594,0.721,2,-7.812,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4,1.0
1540040566813204483, by on ,2022-06-23 18:34:18.000,https://twitter.com/author/status/1540040566813204483,1ueOEwIxlCAivSC8ZrA5xW,One by One,58,{6uothxMWeLWIhsGeF7cyo4},{Enya},0.529,0.24,1,-13.203,0.0335,0.87,0.815,0.109,0.233,131.442,236667,4,1.0
1540040558772486144, by ,2022-06-23 18:34:16.000,https://twitter.com/author/status/1540040558772486144,2AaJeBEq3WLcfFW1y8svDf,By Your Side,75,{45TgXXqMDdF8BkjA83OM7z},{Rod Wave},0.649,0.508,8,-10.232,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,194051,4,1.0
