id_tweet,text,created_at,url_tweet,id_track,name,popularity,artists_id,artists_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mode
1539685280944472064, Smooth Jazz Nola ,2022-06-22 19:02:31.000,https://twitter.com/author/status/1539685280944472064,2p3SQ7lU8EJr0t9HQAD3Sc,Smooth Music for Bourbon Street Bars,7,{67JrKe4Pc2F3wZYKTirn7t},{New Orleans Jazz Band},0.764,0.319,10,-15.575,0.0427,0.889,0.934,0.263,0.849,152.078,120001,4,0.0
1539685271553187840, being,2022-06-22 19:02:29.000,https://twitter.com/author/status/1539685271553187840,3PbRjYudOMppYH3vjW0o8c,Being Honest,59,{2AMeiDbfU2vonrTkpXDKUu},{Kay Flock},0.716,0.757,5,-6.164,0.29,0.579,0.0,0.0998,0.753,140.012,153964,4,1.0
1539685265047961600,Sordromo Lejos de Casa,2022-06-22 19:02:27.000,https://twitter.com/author/status/1539685265047961600,0tskwF6tlZWhhNrn9Nd65E,Lejos de Casa,13,{0rIPrzD0oGKrG2JF5bNwXb},{Sordromo},0.667,0.857,6,-6.427,0.0368,0.0319,1.51e-05,0.0745,0.93,125.968,193867,4,0.0
1539685232173109248, Street Lottery 2,2022-06-22 19:02:19.000,https://twitter.com/author/status/1539685232173109248,6HP9NttCFfdGYiaoPcaly6,2 Life Sentences,9,{4cmA2QDPdzh8W2ytpyUGes},{Young Scooter},0.463,0.578,9,-8.715,0.271,0.196,0.0,0.338,0.191,138.211,154070,4,0.0
1539685228289073157, BEATLE FISH ,2022-06-22 19:02:19.000,https://twitter.com/author/status/1539685228289073157,2IZCTuBNT4kdd6gmuE2vJ3,Beatle Fish,0,{1QRc3dU8GDy4x29yOEkC9k},{Gong Gong},0.722,0.767,4,-8.941,0.0822,0.00443,0.697,0.505,0.318,118.616,262467,4,0.0
1539685196768878596,America A Horse With No Name ,2022-06-22 19:02:11.000,https://twitter.com/author/status/1539685196768878596,54eZmuggBFJbV7k248bTTt,A Horse with No Name,76,"{35U9lQaRWSQISxQAB94Meo,0tcbedGX7n5UHrMhVsGmIU}","{America,George Martin}",0.654,0.506,11,-17.18,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4,0.0
1539685193354715137,Jennifer Lopez Love Don t Cost A Thing ,2022-06-22 19:02:10.000,https://twitter.com/author/status/1539685193354715137,1fgvJXlcZ7uIddMpqsqw0L,Love Don't Cost a Thing,68,{2DlGxzQSjYe5N6G9nkYghR},{Jennifer Lopez},0.786,0.842,4,-5.115,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,221227,4,0.0
