id_tweet,text,created_at,url_tweet,id_track,name,popularity,artists_id,artists_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mode
1539617353108946946, with x x Boo ,2022-06-22 14:32:36.000,https://twitter.com/author/status/1539617353108946946,5IEV9dsY2iqC8ICtjAw0ER,Latest Trends (feat. A Boogie wit da Hoodie) - Remix,58,"{1WO1hFAkFbeo9tV3uVX7Dy,31W5EY0aAly4Qieq6OFu6I}","{A1 x J1,A Boogie Wit da Hoodie}",0.695,0.606,5,-7.18,0.218,0.101,0,0.102,0.799,142.118,197637,4,0.0
1539617307131092992, The World s Still Open Mansun ,2022-06-22 14:32:25.000,https://twitter.com/author/status/1539617307131092992,3wFsDmd8oSdJQTYUPaIYvq,The World's Still Open,6,{7rqRuB0wgUaStDN73PlV4U},{Mansun},0.548,0.607,0,-8.174,0.026,0.0666,0,0.122,0.306,93.918,218987,4,1.0
1539617258359734273,on Tina Turner Simply the best ,2022-06-22 14:32:13.000,https://twitter.com/author/status/1539617258359734273,1ithgNLyqVIV0F0Vmdsvjf,Simply The Best (Karaoke Version) - Originally Performed By Tina Turner,0,{2uHgdvUdE8vpMj2QRBmOXX},{Karaoke Mega Stars},0.765,0.385,0,-13.744,0.0286,0.0491,0.944,0.109,0.667,103.962,248919,4,1.0
1539617255662796800, Bad Wolves Learn To Walk Again ,2022-06-22 14:32:13.000,https://twitter.com/author/status/1539617255662796800,0WqNI4pN93epyGavKOHqgj,Learn To Walk Again,54,{0eI3X5rAzHRZVe5FPk4MN1},{Bad Wolves},0.48,0.913,8,-4.788,0.0803,1.03e-05,2.28e-05,0.116,0.262,129.981,167873,4,1.0
1539617246850473984,Milli Vanilli Girl I m Gonna Miss You ,2022-06-22 14:32:11.000,https://twitter.com/author/status/1539617246850473984,1ffAMndLMFbKHpXuIDBwc1,I'm Gonna Miss You,37,{3vRclCt9VnNhYIxFMQCxuM},{Milli Vanilli},0.754,0.453,9,-9.862,0.0443,0.0998,0.00487,0.108,0.758,151.239,238840,4,1.0
1539617236922556416,Fast Romantics Hallelujah What s It To Ya ,2022-06-22 14:32:08.000,https://twitter.com/author/status/1539617236922556416,14GLvaur2I9MhjT6PKRRbo,"Hallelujah, What's It To Ya?",7,{2A0s0vRWHl5XyWpdzM36RT},{Fast Romantics},0.502,0.882,7,-5.382,0.0482,0.00103,1.92e-05,0.253,0.368,121.978,245413,4,1.0
1539617234783436801,Maroon 5 This Love ,2022-06-22 14:32:08.000,https://twitter.com/author/status/1539617234783436801,6ECp64rv50XVz93WvxXMGF,This Love,79,{04gDigrS5kc9YWfZHwBETP},{Maroon 5},0.712,0.862,5,-4.612,0.0378,0.0525,0,0.093,0.809,95.051,206200,4,0.0
1539617229951713283,Bobby Brown On Our Own With Rap ,2022-06-22 14:32:06.000,https://twitter.com/author/status/1539617229951713283,3gyGarXAYgTgJIIp97DjTt,On Our Own - With Rap,37,{62sPt3fswraiEPnKQpAbdE},{Bobby Brown},0.693,0.81,2,-6.129,0.0412,0.0076,0,0.0461,0.532,102.494,271507,4,1.0
1539617226520555521, Computer God Black Sabbath ,2022-06-22 14:32:06.000,https://twitter.com/author/status/1539617226520555521,4ZaEDNUZFE3mJGMeFd9n7P,Computer God - 2008 Remaster,35,{5M52tdBnJaKSvOpJGz8mfZ},{Black Sabbath},0.2,0.913,1,-5.65,0.116,0.0613,0.0089,0.137,0.166,177.826,374227,4,0.0
