id_tweet,text,created_at,url_tweet,id_track,name,popularity,artists_id,artists_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mode
1542240258028437504,UNCUT Midnight ,2022-06-29 20:15:05.000,https://twitter.com/author/status/1542240258028437504,6HkMG8ZQsQ25TtWfcwjKz8,Close to Midnight - Uncut Demo Version,6,{35kA48fjFobl8mvwr6wIJ0},{Downhere},0.49,0.934,0,-3.963,0.0707,0.222,2.49e-05,0.197,0.389,178.959,232573,4,0.0
1542240229834297344, Sangue De Gelo Leonardo ,2022-06-29 20:14:58.000,https://twitter.com/author/status/1542240229834297344,68jk6DWNg3Lr2sP3WvqmQ3,Sangue de Gelo,51,{2YWOP324cKGfkTo2PydgJR},{Leonardo},0.74,0.851,9,-4.936,0.0302,0.157,0.000228,0.123,0.785,132.991,190000,4,1.0
1542240225468055553,Stand by Me by on ,2022-06-29 20:14:57.000,https://twitter.com/author/status/1542240225468055553,3ntrdR24dLkKrzSGRv1FlH,Stand By Me - Remastered 2010,67,{4x1nvY2FN8jxqAFA0DA02H},{John Lennon},0.632,0.556,9,-10.138,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667,4,1.0
1542240212545204224,iSPY ,2022-06-29 20:14:54.000,https://twitter.com/author/status/1542240212545204224,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),73,"{4qBgvVog0wzW75IQ48mU7v,6icQOAFXDZKsumw3YXyusw}","{KYLE,Lil Yachty}",0.746,0.653,7,-6.745,0.289,0.378,0.0,0.229,0.672,75.016,253107,4,1.0
1542240132044054530,Shelly Archer Lovebird ,2022-06-29 20:14:35.000,https://twitter.com/author/status/1542240132044054530,4SNDHXq9HqvsqsE9C4lVtx,Lovebird,38,{30bKK8WANSnIYZJ4Yt7OhM},{Shelly Archer},0.581,0.296,1,-10.957,0.031,0.833,1.25e-05,0.106,0.185,132.884,208209,4,1.0
1542240105125003265, Colibr ,2022-06-29 20:14:29.000,https://twitter.com/author/status/1542240105125003265,39myIVuK9YgrIBR6wZA2st,Colibria,50,{0OltT51j3hIkgaDJqqPzDn},{Nicola Cruz},0.85,0.411,9,-9.774,0.257,0.0484,0.367,0.17,0.273,90.023,482046,4,0.0
1542240070597545988,Yes Roundabout on ,2022-06-29 20:14:20.000,https://twitter.com/author/status/1542240070597545988,6WTGDXxTOxAopGOcK8K3Eb,"Roundabout - Live at Maple Leaf Gardens Toronto, Ontario, Canada October 31, 1972",3,{7AC976RDJzL2asmZuz7qil},{Yes},0.318,0.833,4,-13.739,0.126,0.159,0.247,0.728,0.299,138.88,520307,4,0.0
1542240043661754370,Esteros de Iber en ,2022-06-29 20:14:14.000,https://twitter.com/author/status/1542240043661754370,3JMmyecgdk1S51tZstGRdz,Esteros Del Iberá,0,{19sL6Ggw3Agp3lF4A42rCe},{L'Orchestre De Poche},0.252,0.508,9,-7.751,0.0315,0.308,0.96,0.111,0.429,179.847,194507,4,0.0
1542240038439866370,Lee Hazlewood Your Sweet Love,2022-06-29 20:14:13.000,https://twitter.com/author/status/1542240038439866370,6DVyQl6VTvbqNQ0WU7gXIR,Your Sweet Love,47,{2aVHDjRHRM7dcFkGwahXLG},{Lee Hazlewood},0.249,0.217,5,-14.875,0.0307,0.821,0.105,0.133,0.113,100.044,245920,4,1.0
1542240013181751301,La F TRAICION ,2022-06-29 20:14:07.000,https://twitter.com/author/status/1542240013181751301,4ywFED25vV4cgi3cqPSNFg,Contrabando Y Traición,46,{3hYtANQYrE6pd2PbtEyTIy},{Los Tigres Del Norte},0.829,0.379,0,-10.351,0.0466,0.351,2.98e-05,0.16,0.866,109.738,206693,4,1.0
