id_tweet,text,created_at,url_tweet,id_track,name,popularity,artists_id,artists_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mode
1537659576639705089,Paul Balancio In the Moment,2022-06-17T04:53:06.000Z,https://twitter.com/author/status/1537659576639705089,5R7URwLhF8lUz7CjcP4HOc,In the Moment,0,{3Q0RIydfHiC0YCSgGN5ABe},{Paul Balancio},0.481,0.395,1,-6.712,0.033,0.926,0,0.0985,0.351,176.047,248009,4,1.0
1537659573917700096, now and at Stream ,2022-06-17T04:53:05.000Z,https://twitter.com/author/status/1537659573917700096,3iIpSLnqejoyrYQSoRlZ8I,Tweets and Streams,0,{4NqS7DbPFYwZmniGHCPMpm},{Nature Sounds},0.205,0.988,6,-21.019,0.0435,0.918,0.747,0.499,0.0119,78.298,123598,4,0.0
1537659569610031105,Dunsin Oyekan Fragrance to Fire ,2022-06-17T04:53:04.000Z,https://twitter.com/author/status/1537659569610031105,7eGDM90StP3QFkcwJPaLRg,Fragrance to Fire,40,{49BZ6sJNhvubVBsomYuLFM},{Dunsin Oyekan},0.318,0.895,0,-6.42,0.132,0.00438,1.14e-05,0.105,0.236,159.849,657060,4,1.0
1537659557635403776,Ananda Project Secrets King Britt Sunset Mix ,2022-06-17T04:53:01.000Z,https://twitter.com/author/status/1537659557635403776,6V0tAo65P8O2R44geMcLdn,Secrets - King Britt Sunset Mix,2,"{5SMPsvWbnxL1B6SRIAn37c,3dLfgaGJjjkkF1OUNiEput}","{Ananda Project,King Britt}",0.645,0.556,1,-9.783,0.0344,0.0474,0.699,0.0847,0.42,125.983,353122,4,1.0
1537659548424470528, Perfume Perfume The Best P Cubed ,2022-06-17T04:52:59.000Z,https://twitter.com/author/status/1537659548424470528,0iCOM7P9YJosI9G6mIvU3K,FLASH,45,{2XMxWKPKCxoLkSdpCViCnr},{Perfume},0.516,0.907,10,-2.13,0.0641,0.00461,0.000198,0.32,0.487,128.023,277573,4,0.0
1537659527591763968, TYNAN Draw From The Void ,2022-06-17T04:52:54.000Z,https://twitter.com/author/status/1537659527591763968,0zL9juEcoLORNcw4PZQijz,Draw From The Void,13,{5oiSxivTCIoOk5UlMSwzWM},{TYNAN},0.609,0.93,8,-1.348,0.15,0.00251,0.657,0.174,0.169,174.069,221379,4,1.0
1537659507731402752,RT ,2022-06-17T04:52:49.000Z,https://twitter.com/author/status/1537659507731402752,0Gy97OAO4rbr2vJNcJfVNn,RTRT - Key Ingredient ver.,38,{0K05TDnN7xPwIHDOwD2YYs},{Mili},0.745,0.341,7,-11.043,0.0305,0.787,0.000247,0.105,0.644,131.977,209301,4,1.0
1537659413594505216, Get On Up and Boogie Parts 1 2 and 3 Big Jay McNeely,2022-06-17T04:52:27.000Z,https://twitter.com/author/status/1537659413594505216,68mrK0kJ986C0LeViVOPJ9,"Get On Up and Boogie (Parts 1, 2, and 3)",15,{5K3FOIJ4gEZlPaJJpqaXmm},{Big Jay McNeely},0.307,0.923,0,-4.663,0.0765,0.222,0.00134,0.12,0.916,105.687,326493,4,1.0
1537659387791421441,Kiss Lonely Good Bye by Stevie Wonder ,2022-06-17T04:52:21.000Z,https://twitter.com/author/status/1537659387791421441,0P1QJRl6chPoNUs0xOXRkF,"Kiss Lonely Good-Bye - From ""The Adventures Of Pinocchio"" Soundtrack",15,{7guDJrEfX3qb6FEbdPA5qi},{Stevie Wonder},0.583,0.478,1,-8.557,0.0423,0.55,0,0.229,0.21,83.015,301773,4,0.0
1537659377980784640, Daniel Bedingfield If You re Not The One ,2022-06-17T04:52:18.000Z,https://twitter.com/author/status/1537659377980784640,4gJoAvFpDvaeqm2EKYGmhb,If You're Not The One,53,{11hIqBsGRPztdjBHCSLClX},{Daniel Bedingfield},0.687,0.537,10,-7.639,0.0305,0.561,0,0.107,0.264,120.023,257160,4,1.0
